147,188.266,348,Object 0 IMAG001.BMP
115,54.4325,616,Object 1 IMAG076.BMP
167,173.878,917,Object 2 IMAG076.BMP
119,44.5807,663,Object 3 IMAG076.BMP
191,172.639,1021,Object 4 IMAG076.BMP
301,179.685,484,Object 5 IMAG076.BMP
179,167.221,1098,Object 6 IMAG076.BMP
295,189.91,540,Object 0 IMAG077.BMP
207,142.492,491,Object 1 IMAG077.BMP
167,174.053,913,Object 2 IMAG077.BMP
121,40.543,675,Object 3 IMAG077.BMP
295,189.239,499,Object 4 IMAG077.BMP
303,179.658,477,Object 5 IMAG077.BMP
175,163.508,1089,Object 6 IMAG077.BMP
219,167.245,550,Object 0 IMAG078.BMP
187,194.261,341,Object 1 IMAG078.BMP
167,158.91,894,Object 2 IMAG078.BMP
121,39.158,675,Object 3 IMAG078.BMP
305,180.62,478,Object 4 IMAG078.BMP
299,181.691,482,Object 5 IMAG078.BMP
173,165.882,1130,Object 6 IMAG078.BMP
215,164.424,556,Object 0 IMAG079.BMP
175,175.582,355,Object 1 IMAG079.BMP
163,158.747,905,Object 2 IMAG079.BMP
293,193.409,453,Object 3 IMAG079.BMP
213,181.22,473,Object 4 IMAG079.BMP
179,138.169,335,Object 5 IMAG079.BMP
183,170.55,1130,Object 6 IMAG079.BMP
113,53.0146,610,Object 0 IMAG080.BMP
177,175.961,355,Object 1 IMAG080.BMP
167,159.08,918,Object 2 IMAG080.BMP
307,133.24,397,Object 3 IMAG080.BMP
285,191.293,462,Object 4 IMAG080.BMP
305,178.806,490,Object 5 IMAG080.BMP
183,170.492,1134,Object 6 IMAG080.BMP
115,39.0095,612,Object 0 IMAG081.BMP
169,176.378,364,Object 1 IMAG081.BMP
129,194.079,338,Object 2 IMAG081.BMP
157,196.415,408,Object 3 IMAG081.BMP
305,132.166,388,Object 4 IMAG081.BMP
307,177.668,499,Object 5 IMAG081.BMP
183,170.822,1134,Object 6 IMAG081.BMP
301,184.814,558,Object 0 IMAG082.BMP
175,176.951,308,Object 1 IMAG082.BMP
281,189.729,493,Object 2 IMAG082.BMP
223,186.539,564,Object 3 IMAG082.BMP
121,49.2591,665,Object 4 IMAG082.BMP
267,144.055,608,Object 5 IMAG082.BMP
305,178.188,482,Object 6 IMAG082.BMP
161,189.46,402,Object 7 IMAG082.BMP
301,184.746,564,Object 0 IMAG083.BMP
165,177.008,307,Object 1 IMAG083.BMP
117,74.5612,593,Object 2 IMAG083.BMP
191,170.435,1039,Object 3 IMAG083.BMP
121,48.4755,661,Object 4 IMAG083.BMP
269,134.197,729,Object 5 IMAG083.BMP
305,178.236,485,Object 6 IMAG083.BMP
157,189.641,409,Object 7 IMAG083.BMP
171,176.958,305,Object 0 IMAG084.BMP
115,53.4352,616,Object 1 IMAG084.BMP
117,71.1834,601,Object 2 IMAG084.BMP
121,46.9149,666,Object 3 IMAG084.BMP
179,173.49,1053,Object 4 IMAG084.BMP
305,178.104,487,Object 5 IMAG084.BMP
121,55.325,676,Object 6 IMAG084.BMP
159,189.419,406,Object 7 IMAG084.BMP
115,56.6417,607,Object 0 IMAG085.BMP
131,183.42,320,Object 1 IMAG085.BMP
115,69.9006,599,Object 2 IMAG085.BMP
245,191.055,423,Object 3 IMAG085.BMP
173,173.205,1056,Object 4 IMAG085.BMP
299,178.731,488,Object 5 IMAG085.BMP
141,185.623,373,Object 6 IMAG085.BMP
121,59.0317,684,Object 7 IMAG085.BMP
113,58.2091,600,Object 0 IMAG086.BMP
137,183.926,320,Object 1 IMAG086.BMP
165,169.604,922,Object 2 IMAG086.BMP
263,192.601,425,Object 3 IMAG086.BMP
177,152.495,1039,Object 4 IMAG086.BMP
297,178.786,478,Object 5 IMAG086.BMP
253,178.304,459,Object 6 IMAG086.BMP
123,48.6704,679,Object 7 IMAG086.BMP
253,187.25,412,Object 0 IMAG087.BMP
133,183.612,324,Object 1 IMAG087.BMP
165,169.715,928,Object 2 IMAG087.BMP
119,33.5913,655,Object 3 IMAG087.BMP
261,192.562,442,Object 4 IMAG087.BMP
297,178.605,482,Object 5 IMAG087.BMP
251,178.1,461,Object 6 IMAG087.BMP
121,55.4382,678,Object 7 IMAG087.BMP
253,187.186,412,Object 0 IMAG088.BMP
249,181.512,386,Object 1 IMAG088.BMP
133,183.866,325,Object 2 IMAG088.BMP
165,169.484,938,Object 3 IMAG088.BMP
261,192.61,444,Object 4 IMAG088.BMP
233,188.884,578,Object 5 IMAG088.BMP
305,190.325,533,Object 6 IMAG088.BMP
149,191.571,317,Object 7 IMAG088.BMP
293,192.136,494,Object 0 IMAG089.BMP
125,187.943,339,Object 1 IMAG089.BMP
165,169.802,933,Object 2 IMAG089.BMP
211,173.799,499,Object 3 IMAG089.BMP
297,192.784,512,Object 4 IMAG089.BMP
321,191.579,568,Object 5 IMAG089.BMP
149,191.075,323,Object 6 IMAG089.BMP
219,184.095,510,Object 7 IMAG089.BMP
102,98.3729,370,Object 8 IMAG089.BMP
291,192.285,505,Object 0 IMAG090.BMP
137,187.271,340,Object 1 IMAG090.BMP
113,74.9593,590,Object 2 IMAG090.BMP
217,173.601,513,Object 3 IMAG090.BMP
119,41.775,637,Object 4 IMAG090.BMP
231,188.973,585,Object 5 IMAG090.BMP
225,184.2,502,Object 6 IMAG090.BMP
117,64.1781,619,Object 7 IMAG090.BMP
179,146.784,935,Object 0 IMAG091.BMP
193,175.025,937,Object 1 IMAG091.BMP
115,74.1228,578,Object 2 IMAG091.BMP
185,153.178,995,Object 3 IMAG091.BMP
193,173.214,1054,Object 4 IMAG091.BMP
121,45.5077,640,Object 5 IMAG091.BMP
117,64.7064,613,Object 6 IMAG091.BMP
309,189.784,509,Object 7 IMAG091.BMP
183,146.449,950,Object 0 IMAG092.BMP
181,175.94,963,Object 1 IMAG092.BMP
123,195.026,289,Object 2 IMAG092.BMP
187,161.18,1003,Object 3 IMAG092.BMP
299,193.683,489,Object 4 IMAG092.BMP
119,52.8198,643,Object 5 IMAG092.BMP
117,66.5599,610,Object 6 IMAG092.BMP
309,189.589,527,Object 7 IMAG092.BMP
181,148.452,921,Object 0 IMAG093.BMP
197,175.204,949,Object 1 IMAG093.BMP
297,140.972,401,Object 2 IMAG093.BMP
147,195.002,299,Object 3 IMAG093.BMP
287,193.659,471,Object 4 IMAG093.BMP
117,50.7712,605,Object 5 IMAG093.BMP
217,192.136,538,Object 6 IMAG093.BMP
115,74.1994,601,Object 7 IMAG093.BMP
193,161.095,1090,Object 8 IMAG093.BMP
231,181.963,403,Object 0 IMAG094.BMP
175,139.981,940,Object 1 IMAG094.BMP
177,164.662,887,Object 2 IMAG094.BMP
261,172.173,381,Object 3 IMAG094.BMP
255,188.028,433,Object 4 IMAG094.BMP
117,48.4267,632,Object 5 IMAG094.BMP
189,140.862,1050,Object 6 IMAG094.BMP
117,67.6899,608,Object 7 IMAG094.BMP
309,191.707,535,Object 8 IMAG094.BMP
229,182.086,405,Object 0 IMAG095.BMP
179,139.602,939,Object 1 IMAG095.BMP
177,165.144,888,Object 2 IMAG095.BMP
265,172.043,384,Object 3 IMAG095.BMP
255,178.839,461,Object 4 IMAG095.BMP
117,53.6585,633,Object 5 IMAG095.BMP
189,139.951,1054,Object 6 IMAG095.BMP
117,64.477,611,Object 7 IMAG095.BMP
123,40.3834,681,Object 8 IMAG095.BMP
137,192.467,358,Object 0 IMAG096.BMP
175,139.721,959,Object 1 IMAG096.BMP
189,168.443,1002,Object 2 IMAG096.BMP
177,164.595,898,Object 3 IMAG096.BMP
119,34.2041,657,Object 4 IMAG096.BMP
177,173.983,321,Object 5 IMAG096.BMP
117,65.7754,616,Object 6 IMAG096.BMP
169,196.924,369,Object 7 IMAG096.BMP
121,43.0013,684,Object 8 IMAG096.BMP
281,182.416,474,Object 0 IMAG097.BMP
135,192.324,368,Object 1 IMAG097.BMP
289,191.308,492,Object 2 IMAG097.BMP
185,161.898,1001,Object 3 IMAG097.BMP
115,43.0137,638,Object 4 IMAG097.BMP
171,171.257,355,Object 5 IMAG097.BMP
157,196.587,371,Object 6 IMAG097.BMP
117,65.8423,623,Object 7 IMAG097.BMP
307,189.473,533,Object 8 IMAG097.BMP
129,191.16,350,Object 0 IMAG098.BMP
283,182.146,474,Object 1 IMAG098.BMP
291,190.595,493,Object 2 IMAG098.BMP
185,161.702,999,Object 3 IMAG098.BMP
117,47.1838,639,Object 4 IMAG098.BMP
121,31.9854,667,Object 5 IMAG098.BMP
299,194.054,449,Object 6 IMAG098.BMP
117,68.5457,615,Object 7 IMAG098.BMP
311,189.396,520,Object 8 IMAG098.BMP
259,191.135,391,Object 0 IMAG105.BMP
113,57.0291,584,Object 1 IMAG105.BMP
147,191.989,325,Object 2 IMAG105.BMP
289,191.06,488,Object 3 IMAG105.BMP
295,104.57,376,Object 4 IMAG105.BMP
191,151.194,1034,Object 5 IMAG105.BMP
299,187.479,480,Object 6 IMAG105.BMP
313,168.543,479,Object 7 IMAG105.BMP
143,195.281,288,Object 8 IMAG105.BMP
185,168.468,1043,Object 9 IMAG105.BMP
259,191.081,405,Object 0 IMAG106.BMP
113,58.7715,585,Object 1 IMAG106.BMP
147,191.59,333,Object 2 IMAG106.BMP
291,191.049,495,Object 3 IMAG106.BMP
299,108.342,383,Object 4 IMAG106.BMP
191,150.156,1043,Object 5 IMAG106.BMP
211,187.366,490,Object 6 IMAG106.BMP
313,168.404,491,Object 7 IMAG106.BMP
145,194.728,297,Object 8 IMAG106.BMP
155,158.111,353,Object 9 IMAG106.BMP
249,190.643,370,Object 0 IMAG107.BMP
111,59.0299,586,Object 1 IMAG107.BMP
147,191.804,327,Object 2 IMAG107.BMP
293,151.709,469,Object 3 IMAG107.BMP
287,191.334,491,Object 4 IMAG107.BMP
319,175.659,588,Object 5 IMAG107.BMP
305,187.296,490,Object 6 IMAG107.BMP
301,174.956,493,Object 7 IMAG107.BMP
147,194.792,308,Object 8 IMAG107.BMP
161,152.149,352,Object 9 IMAG107.BMP
113,59.4388,601,Object 0 IMAG108.BMP
151,160.649,345,Object 1 IMAG108.BMP
115,47.4422,625,Object 2 IMAG108.BMP
207,191.258,498,Object 3 IMAG108.BMP
117,46.5968,643,Object 4 IMAG108.BMP
121,20.1414,674,Object 5 IMAG108.BMP
203,190.464,491,Object 6 IMAG108.BMP
147,194.213,309,Object 7 IMAG108.BMP
163,158.776,350,Object 8 IMAG108.BMP
123,35.9227,704,Object 9 IMAG108.BMP
113,56.5297,602,Object 0 IMAG109.BMP
163,160.591,343,Object 1 IMAG109.BMP
291,192.942,387,Object 2 IMAG109.BMP
115,57.9806,617,Object 3 IMAG109.BMP
117,40.3315,639,Object 4 IMAG109.BMP
121,21.5977,670,Object 5 IMAG109.BMP
205,190.488,495,Object 6 IMAG109.BMP
147,193.417,316,Object 7 IMAG109.BMP
161,154.576,355,Object 8 IMAG109.BMP
121,36.2601,699,Object 9 IMAG109.BMP
279,83.6509,400,Object 0 IMAG110.BMP
113,58.5328,601,Object 1 IMAG110.BMP
291,192.939,392,Object 2 IMAG110.BMP
115,55.1045,619,Object 3 IMAG110.BMP
117,46.5624,636,Object 4 IMAG110.BMP
123,29.9298,669,Object 5 IMAG110.BMP
205,190.706,487,Object 6 IMAG110.BMP
153,193.653,316,Object 7 IMAG110.BMP
163,159.338,351,Object 8 IMAG110.BMP
123,43.9286,703,Object 9 IMAG110.BMP
287,99.0175,422,Object 0 IMAG111.BMP
113,55.8785,594,Object 1 IMAG111.BMP
293,193.734,393,Object 2 IMAG111.BMP
117,48.5158,628,Object 3 IMAG111.BMP
117,48.4609,638,Object 4 IMAG111.BMP
175,162.854,1048,Object 5 IMAG111.BMP
211,190.084,493,Object 6 IMAG111.BMP
145,193.116,299,Object 7 IMAG111.BMP
163,157.512,346,Object 8 IMAG111.BMP
123,29.0254,702,Object 9 IMAG111.BMP
233,187.083,365,Object 0 IMAG112.BMP
113,56.6148,589,Object 1 IMAG112.BMP
189,156.777,927,Object 2 IMAG112.BMP
177,174.05,897,Object 3 IMAG112.BMP
117,55.2831,623,Object 4 IMAG112.BMP
191,160.593,1029,Object 5 IMAG112.BMP
181,167.493,1014,Object 6 IMAG112.BMP
213,166.636,871,Object 7 IMAG112.BMP
167,167.12,330,Object 8 IMAG112.BMP
123,22.6108,705,Object 9 IMAG112.BMP
235,187.126,359,Object 0 IMAG113.BMP
115,51.2126,587,Object 1 IMAG113.BMP
189,156.42,912,Object 2 IMAG113.BMP
177,174.247,893,Object 3 IMAG113.BMP
117,49.9168,626,Object 4 IMAG113.BMP
185,160.79,1023,Object 5 IMAG113.BMP
183,167.791,998,Object 6 IMAG113.BMP
207,166.771,876,Object 7 IMAG113.BMP
245,191.509,377,Object 8 IMAG113.BMP
125,25.1931,699,Object 9 IMAG113.BMP
235,188.707,358,Object 0 IMAG114.BMP
113,52.0133,589,Object 1 IMAG114.BMP
181,153.672,927,Object 2 IMAG114.BMP
177,174.491,897,Object 3 IMAG114.BMP
117,51.7642,630,Object 4 IMAG114.BMP
301,175.175,574,Object 5 IMAG114.BMP
221,168.041,902,Object 6 IMAG114.BMP
257,190.979,391,Object 7 IMAG114.BMP
177,167.845,1030,Object 8 IMAG114.BMP
123,44.5344,708,Object 9 IMAG114.BMP
241,188.653,379,Object 0 IMAG115.BMP
117,56.5304,592,Object 1 IMAG115.BMP
279,192.385,388,Object 2 IMAG115.BMP
181,153.609,945,Object 3 IMAG115.BMP
117,55.6946,638,Object 4 IMAG115.BMP
303,176.557,586,Object 5 IMAG115.BMP
303,193.107,353,Object 6 IMAG115.BMP
253,190.607,395,Object 7 IMAG115.BMP
175,167.782,1039,Object 8 IMAG115.BMP
123,48.7363,718,Object 9 IMAG115.BMP
299,165.064,471,Object 0 IMAG116.BMP
113,53.8445,591,Object 1 IMAG116.BMP
281,192.248,378,Object 2 IMAG116.BMP
181,154.024,941,Object 3 IMAG116.BMP
309,193.623,532,Object 4 IMAG116.BMP
309,176.629,584,Object 5 IMAG116.BMP
303,193.111,347,Object 6 IMAG116.BMP
245,189.447,387,Object 7 IMAG116.BMP
177,167.63,1039,Object 8 IMAG116.BMP
123,48.9065,716,Object 9 IMAG116.BMP
285,165.174,474,Object 0 IMAG117.BMP
113,57.0813,591,Object 1 IMAG117.BMP
279,192.271,379,Object 2 IMAG117.BMP
183,154.223,941,Object 3 IMAG117.BMP
311,193.697,536,Object 4 IMAG117.BMP
301,175.408,577,Object 5 IMAG117.BMP
305,193.287,345,Object 6 IMAG117.BMP
175,167.59,1038,Object 7 IMAG117.BMP
299,190.25,571,Object 8 IMAG117.BMP
123,46.0795,715,Object 9 IMAG117.BMP
285,166.382,464,Object 0 IMAG118.BMP
113,49.7411,590,Object 1 IMAG118.BMP
281,192.314,372,Object 2 IMAG118.BMP
179,159.825,939,Object 3 IMAG118.BMP
305,193.227,520,Object 4 IMAG118.BMP
301,155.368,469,Object 5 IMAG118.BMP
305,193.233,343,Object 6 IMAG118.BMP
299,190.235,568,Object 7 IMAG118.BMP
219,190.441,527,Object 8 IMAG118.BMP
181,174.597,1108,Object 9 IMAG118.BMP
287,166.515,457,Object 0 IMAG119.BMP
113,56.0275,588,Object 1 IMAG119.BMP
277,192.459,374,Object 2 IMAG119.BMP
193,160.144,934,Object 3 IMAG119.BMP
309,193.634,522,Object 4 IMAG119.BMP
119,35.3021,665,Object 5 IMAG119.BMP
303,193.242,346,Object 6 IMAG119.BMP
119,55.7975,661,Object 7 IMAG119.BMP
299,190.125,567,Object 8 IMAG119.BMP
179,172.406,1103,Object 9 IMAG119.BMP
305,166.811,454,Object 0 IMAG120.BMP
113,54.9522,584,Object 1 IMAG120.BMP
179,161.059,929,Object 2 IMAG120.BMP
175,175.251,899,Object 3 IMAG120.BMP
175,172.711,956,Object 4 IMAG120.BMP
303,158.022,445,Object 5 IMAG120.BMP
303,192.88,332,Object 6 IMAG120.BMP
119,59.5674,653,Object 7 IMAG120.BMP
305,190.13,563,Object 8 IMAG120.BMP
181,174.566,1103,Object 9 IMAG120.BMP
